3439 Erie Blvd. ,Dewitt,NY,13214,-76.067944,43.046255
985 East Brighton Avenue,Syracuse,NY,13205,-76.129859,43.002975
620 Nottingham Rd,Syracuse,NY,13210,-76.109486,43.021926
4141 S Salina St ,Syracuse,NY,13212,-76.141073,43.008347
2501 Erie Blvd,Syracuse,NY,13224,-76.10403,43.05385
6227 Thompson Road,Syracuse,NY,13214,-76.089155,43.072724
750 East Adams St,Syracuse,NY,13210,-76.140509,43.04269
4464 West Seneca Turnpike,Syracuse ,NY,13212,-76.203537,42.997387
356 N. Midler Ave.,Syracuse,NY,13206,-76.105375,43.075919
181 Shop City Plaza,Syracuse,NY,13206,-76.12043,43.07352
4753 Onondaga Blvd,Geddes,NY,13219,-76.189642,43.033372
700 1st North St. ,Syracuse,NY,13208,-76.148956,43.069379
6360 E Taft Rd,Cicero,NY,13057,-76.080403,43.12712
2120 W Genesee St,Syracuse,NY,13219,-76.197151,43.048198
1210 Buckley Rd,Liverpool,NY,13088,-76.170023,43.091351
504 1/2 S Franklin St,Watkins Glen,NY,14891,-76.867599,42.369644
3720 Brewerton Rd.,Syracuse,NY,13212,-76.143666,43.117576
3803 Brewerton Rd N,Syracuse,NY,13212,-76.143691,43.119285
3911 Brewerton Rd,Clay,NY,13212,-76.142737,43.121198
911 North Main St.,North Syracuse,NY,13212,-76.128517,43.138684
5335 W Genesee St,Camillus,NY,13031,-76.270963,43.041187
Rt. 111,Biddeford,ME,4005,-70.453903,43.4925
40 Fennell St,Skaneateles,NY,13152,-76.433241,42.948267
2052 W Genesee Turnpike,Camillus,NY,13031,-76.36453,43.03419
5600 Bartel Rd,Brewerton,NY,13029,-76.131218,43.231802
8417 Oswego Rd,Clay,NY,13027,-76.257473,43.178423
160 Grant Avenue,Auburn,NY,13021,-76.550717,42.944596
352 Genesee Street,Auburn,NY,13021,-76.591667,42.919394
682 North Main St.,Central Square,NY,13036,-76.146864,43.28773
3610 St. Rt. 31,Baldwinsville,NY,13027,-76.332709,43.158679
 2265 Downer St,Baldwinsville,NY,13027,-76.349901,43.151991
28 St. RT 11,Central Square,NY,13036,-76.210817,43.275549
398 US Route 1,Scarborough,ME,4074,-70.352299,43.5868
2767 Route 31,Weedsport,NY,13166,-76.557324,43.056107
291 Maine Mall,South Portland,ME,4106,-70.337377,43.634552
7395 Turrin Rd,Lowville,NY,16508,-75.4835,43.7776
1412 Congress Street,Portland,ME,4102,-70.297794,43.658923
50 Market St,South Portland,ME,4106,-70.254123,43.635856
1963 Kingdom Plaza,Waterloo,NY,13165,-76.834273,42.904408
321 Liberty St,Penn Yan,NY,14527,-77.056664,42.66145
222 S. Second St. ,Fulton,NY,13069,-76.41368,43.319178
2969 SR 49 Central Square,Oswego,NY,13036,-76.47123,43.287423
309 West Morris Street,Bath,NY,14810,-77.329635,42.336238
3830 Rome Rd,Pulaski,NY,13142,-76.1184,43.55794
451 Hamilton Road,Geneva,NY,14456,-77.00207,42.85734
North University Drive & East Park Avenue,University Park,PA,16802,-77.862127,40.810183
200 East First Street,Oswego,NY,13126,-76.50587,43.454229
7060 Route 104,Oswego,NY,13126,-76.544149,43.451831
821 W. Union St,Newark,NY,14513,-77.113473,43.046948
10 Booth Street,Canandaigua,NY,14424,-77.268592,42.877916
5150 North St.,Canandaigua,NY,14424,-77.291243,42.906275
5150 North Street,Canandaigua,NY,14424,-77.29726,42.90436
22050 Seaway Shopping Center,Watertown,NY,13601,-75.91076,43.97478
21306 New York rt 12F,Watertown,NY,13601,-75.946821,43.989256
147 Pleasant Street,Brunswick,ME,4011,-69.985085,43.912453
5 Horton Place,Topsham,ME,4086,-69.976402,43.927502
5857 Route 96,Farmington,NY,14425,-77.339674,42.974423
848 Minot Avenue,Auburn,ME,4210,-70.262658,44.081467
60 Fair Street,Norway,ME,4268,-70.529621,44.210801
855 Lisbon St.,Lewiston,ME,4240,-70.199365,44.082471
35 Franklin Plaza,Dansville,NY,14437,-77.700467,42.562131
101 Broad Street,Plattsburgh,NY,12901,-73.46575,44.695098
458 Center Street,Auburn,ME,4210,-70.225029,44.117885
736 Sabattus Street,Lewiston,ME,4240,-70.17722,44.102999
260 West Main Street,Victor,NY,14564,-77.418026,42.986532
111 Bolivar Road,Wellsville,NY,14895,-77.964864,42.12713
7029 Aldridge Rd,Victor,NY,14564,-77.413101,42.998747
6272 Furnace Road,Ontario,NY,14519,-77.282485,43.226685
6720 Pittsford/Palmyra Road,Fairport,NY,14450,-77.441988,43.069255
720 Pittsford Victor Road,Pittsford,NY,14534,-77.475253,43.060278
908 Fairport Road,East Rochester,NY,14445,-77.458099,43.099588
2230 Penfield Road,Penfield,NY,14526,-77.436664,43.131486
447 W. Commercial,East Rochester,NY,14445,-77.495888,43.115915
1660 Penfield Rd,Penfield,NY,14526,-77.49031,43.132568
1601 Penfield Road,Rochester,NY,14625,-77.498484,43.135133
1 Ryan Drive,Geneseo,NY,14454,-77.787029,42.7978
"819 Ridge Road, Webster",Monroe,NY,14580,-77.475167,43.204602
1580 Jefferson Road,Henrietta,NY,14623,-77.582912,43.087144
270 East Main Street,Avon,NY,14414,-77.733494,42.910168
1786 Empire Blvd,Penfield,NY,14580,-77.505322,43.187224
1100 Jefferson Road,Henrietta,NY,14623,-77.60654,43.087236
175 North Winton Road,Rochester,NY,14610,-77.553366,43.149023
217 N Winton Rd. ,Rochester,NY,14610,-77.553011,43.149667
375 Kenneth Drive,Rochester,NY,14623,-77.64431,43.059287
1900 Clinton Ave S,Rochester,NY,14618,-77.59302,43.12071
1250 University Ave,Rochester,NY,14607,-77.569194,43.151127
4760 W Henrietta Rd,Henrietta,NY,14467,-77.652217,43.058365
607 Jefferson Rd.,Rochester,NY,14623,-77.628443,43.087
2970 W Henrietta Rd,Henrietta,NY,14620,-77.632855,43.09273
44 Pierrepont Ave,Potsdam,NY,13676,-74.97896,44.66425
2190 E Henrietta Rd,Henrietta,NY,14467,-77.616924,43.116436
1286 Mt Hope Ave,Rochester,NY,14620,-77.6173,43.125008
718 E Main St,Rochester,NY,14604,-77.593024,43.160263
115 South Ave.,Rochester,NY,14604,-77.607765,43.154471
1 E Main St,Rochester,NY,14614,-77.61247,43.15571
1517 E. Ridge Rd.,Irondequoit,NY,14621,-77.576716,43.199157
1455 Ridge Road East,Rochester,NY,14621,-77.57833,43.198803
20 Erie Station Road,Delaware North,NY,14586,-77.715654,43.041167
450 West Avenue,Rochester,NY,14611,-77.638975,43.149988
1657 Hudson Ave,Rochester,NY,14617,-77.600186,43.197051
710 Lake Avenue,Rochester,NY,14613,-77.631224,43.177944
1525 Lake Ave,Rochester,NY,14615,-77.628824,43.194478
2311 Chili Ave,Gates,NY,14624,-77.694424,43.129937
1631 Lyell Avenue,Rochester,NY,14606,-77.668945,43.164663
1508 Buffalo Rd.,Gates,NY,14624,-77.691282,43.1499
990 W Ridge Rd,Greece,NY,14615,-77.652735,43.20353
2345 Buffalo Road,Rochester,NY,14624,-77.712397,43.146758
802 Paul Road,Rochester,NY,14624,-77.748646,43.10596
3507 Mt. Read Blvd.,Greece,NY,14616,-77.659005,43.222533
3663 Mt. Read Blvd.,Rochester,NY,14616,-77.659099,43.225651
2037 West Ridge Road,Greece,NY,14626,-77.682153,43.20768
27 Greece Ridge Center Dr.,Rochester,NY,14626,-77.690849,43.204626
713  King St E,Gananoque,ON,K7G 1H4,-76.150235,44.337504
1563 Spencerport Road,Gates,NY,14606,-77.731999,43.174838
678 Hwy 401 West,Mallorytown,ON,K0E 1R0,-75.86978,44.47409
680 Highway 401 Eastbound,Mallorytown,ON,K0E 1R0,-75.895154,44.478794
680 Hwy 401 Eastbound,Mallorytown South,ON,K0E 1R0,-75.83564,44.504953
4380 Buffalo Road,North Chili,NY,14514,-77.804703,43.120113
500 Elmridge Center Drive,Rochester,NY,14626,-77.729066,43.215479
649 Long Pond Rd.,Greece,NY,14612,-77.697947,43.254721
403 North Union Street,Olean,NY,14760,-78.42997,42.085372
230 Western Ave,Augusta,ME,4330,-69.800914,44.314356
29 Niagara Park Dr,Kingston,ON,K7K 7B4,-76.454287,44.238958
77 William Street,Brockville,ON,K6V 4V7,-75.68881,44.59284
2401 West State Street,Olean,NY,14760,-78.457212,42.077144
285 Ontario St,Kingston,ON,K7K 2X7,-76.479131,44.232224
76 Stuart Street,Kingston,ON,K7L 2V7,-76.494609,44.224328
76 Stuart St,Kingston,ON,K7L 2V7,-76.49461,44.22433
116 Barrie St,Kingston,ON,K7L 3J9,-76.490733,44.226801
116 Barrie Street,Kingston,ON,K7L 3N6,-76.490733,44.226801
3012 NY SR 417,Olean,NY,14760,-78.463901,42.076999
54 Bangor Street,Augusta,ME,4330,-69.76546,44.320244
284 Earl St.,Kingston,ON,K7L 3N6,-76.494216,44.229773
312 Princess St,Kingston,ON,K7L 1B6,-76.489358,44.232605
403 South Union Street,Spencerport,NY,14559,-77.80405,43.18467
27 Slayton Ave,Spensorsmith,NY,14559,-77.799859,43.190869
3049 Jefferson Dr,Brockville,ON,K6V 6N7,-75.704755,44.599397
704 King St W,Kingston,ON,K7M 2G2,-76.520972,44.220668
2379 Parkdale St,Brockville,ON,K6V 3G9,-75.700211,44.603943
2382 Rt. 19,Warsaw,NY,14569,-78.130838,42.758608
355 Stewart Blvd,Brockville,ON,K6V 4W9,-75.70764,44.60164
461 N Main St.,Warsaw,NY,14569,-78.130596,42.760454
9005 SH 56,Raymondville,NY,13678,-74.976868,44.835674
100 Portsmouth Ave,Kingston,ON,K7L 5A6,-76.526556,44.221399
1942 Parkdale Avenue,Brockville,ON,K6V 7N4,-75.684434,44.614492
681 Princess St,Kingston,ON,K7L 1E8,-76.50518,44.2384
111 Innovation Drive,Kingston,ON,K7K 7E6,-76.446948,44.272001
1111 Champlain Street,Ogdensburg,NY,13669,-75.4624,44.7002
681 John Counter Blvd.,Kingston,ON,K7K 2P7,-76.483469,44.257649
128 West Main Street,Leroy,NY,14482,-78.004449,42.978027
"1986 Highway 15, Codes Corner",Kingston,ON,K7L 4V2,-76.422244,44.299141
1177 John Counter Boulevard,Kingston,ON,K7K 6C7,-76.507201,44.259616
1166 Division St,Kingston,ON,K7K 7H4,-76.498461,44.264652
1185 Division St,Kingston,ON,K7K 5W3,-76.498547,44.265285
396 Bath Rd,Kingston,ON,K7M 4X6,-76.550599,44.237567
506 Gardiners Rd,Kingston,ON,K7M 7W9,-76.56752,44.237074
640 Dalton Ave,Kingston,ON,K7M 8N7,-76.52108,44.26895
2260 Princess St,Kingston,ON,K7M 3G4,-76.54387,44.25828
925 Edward St,Prescott,ON,K0E 1T0,-75.520266,44.717045
98 South Ave.,Hilton,NY,14468,-77.791483,43.285865
660 Arlington Park Place,Kingston,ON,K7M 9A5,-76.569862,44.249198
2435 Princess St,Kingston,ON,K7M 3G1,-76.557621,44.257714
945 Gardiners Rd,Kingston,ON,K7M 7H4,-76.568737,44.256434
4037 Bath Rd,Kingston,ON,K7M 4Y5,-76.608787,44.241985
2821 Princess St,Kingston,ON,K7M 3G1,-76.584395,44.259339
148 State Route 37,Hogansburg,NY,13655,-74.663611,44.973889
425 State Rt 37,Hogansburg,NY,13655,-74.684705,44.978646
1002 E. Main Street,Bradford,PA,16701,-78.617049,41.977294
6573 Fourth Section Rd,Brockport,NY,14420,-77.94626,43.1984
150 Main Street,Bradford,PA,16701,-78.645844,41.955959
373 Montreal Rd,Cornwall,ON,K6H 1B6,-74.709585,45.018218
12407 County Rd 2,Morrisburg,ON,K0C 1P0,-75.181898,44.90197
1 Water St E,Cornwall,ON,K6H 6M2,-74.72701,45.01526
"1615, rue Du Sud",Cowansville,QC,J2K 2Z4,-72.754698,45.19125
1320 Second St E,Cornwall,ON,K6H 2B7,-74.705889,45.026495
1800 Lake Road,Hamlin,NY,14464,-77.920832,43.292341
658 W. Main Street,Arcade,NY,14009,-78.448755,42.532693
"960 Brookdale Avenue, Unit 19",Cornwall,ON,K6J 4P5,-74.749743,45.023834
851 Pitt St,Cornwall,ON,K6J 3S4,-74.734202,45.028422
1200 Marleau Ave,Cornwall,ON,K6H 2W8,-74.713967,45.035003
1233 Brookdale Ave,Cornwall,ON,K6J 4P7,-74.7521,45.02754
1380 Marleau Ave,Cornwall,ON,K6H 2W8,-74.710448,45.036492
123 Picton Main St,Picton,ON,K0K 2T0,-77.14494,44.00573
3745 HWY 401 EastBound,Odessa,ON,K0H 2H0,-76.725389,44.280865
758 Highway 401 E,Morrisburg,ON,K0C 1K0,-75.15231,44.93653
168 Camden Street,Rockland,ME,4841,-69.100712,44.121494
20 Main St,Batavia,NY,14020,-78.186777,42.997999
150 Prospect Street,Attica,NY,14011,-78.276896,42.870794
12479 Olean Road,Chaffee,NY,14030,-78.47846,42.539147
81 Tollgate Rd,Cornwall,ON,K6J 5L5,-74.750531,45.045328
"237, rue Main Est",Coaticook,QC,J1A 1N4,-71.800221,45.13257
764 Hwy 401 Westbound,Ingleside,ON,K0C 1M0,-75.081768,44.971174
2690 Brookdale Ave,Cornwall,ON,K6J 5Y2,-74.769398,45.04783
390 West Main Street,Batavia,NY,14020,-78.203518,43.005109
525 North Fraley St,Kane,PA,16735,-78.81263,41.667945
8315 Park Road,Batavia,NY,14020,-78.19817,43.01675
15919 County Road #2,Long Sault,ON,K0C 1P0,-74.89517,45.027963
764 Hwy 401 West,Ingleside,ON,K0C 1M0,-74.99791,45.01069
20345 Canon Street,South Lancaster,ON,K0C 2C0,-74.493549,45.132679
6599 Route 219N,Ellicottville,NY,14731,-78.660214,42.285773
64 East Washington Street,Ellicottville,NY,14731,-78.666829,42.279364
27585 Highway 401,Lancaster,ON,K0C 1E0,-74.47486,45.15056
"750, rue Saint-Paul",St-Rémi,QC,J0L 2L0,-73.609755,45.260008
825 rue Lucien-Chénier,Farnham,QC,J2N 0A9,-72.974807,45.283132
567 Broad,Salamanca,NY,14779,-78.736293,42.158322
81 Dundas Street E,Napanee,ON,K7R 1J1,-76.947688,44.248854
478 Centre St N,Napanee,ON,K7R 1P8,-76.963035,44.260422
"100, Autoroute 20, local 100",Riviere Beaudette,QC,J0P 1R0,-74.324013,45.213436
9993 Allegheny Road,Darien Center,NY,14040,-78.389435,42.913204
"370, boul. Du Séminaire Nord",St-Jean-sur-Richelieu,QC,J3B 5L1,-73.26529,45.311561
"400, boul. Croisetière",St-Jean-sur-Richelieu,QC,J2X 0E5,-73.220337,45.314753
8319 Indian Falls Road,Corfu,NY,14036,-78.329515,43.01141
"1008, rue Sherbrooke",Magog,QC,J1X 2T1,-72.13829,45.27165
333 Main Street,Waterville,ME,4901,-69.63749,44.566203
"50, rue Alphonse Dejardins",Salaberry-de-Valleyfield,QC,J6S 2R3,-74.12813,45.25734
"2911, chemin Milletta, local # 140",Magog,QC,J1X 0R4,-72.210027,45.290641
"916, rue Douglas",St-Jean-sur-Richelieu,QC,J3A 1V1,-73.28439,45.33249
"180, Omer-Marcil",St-Jean-sur-Richelieu,QC,J2W 2V1,-73.29684,45.33214
"805, boul. Mgr-Langlois",Grande-Île,QC,J6S 4V3,-74.142355,45.267778
"2124, boul. Mgr Langlois",Valleyfield,QC,J6S 5R1,-74.117,45.27179
"1, rue St-Denis",Bromont,QC,J2L 3G2,-72.64681,45.33241
161 S. Main Street,Albion,NY,14411,-78.193877,43.241495
408 West Avenue,Albion,NY,14411,-78.20538,43.23957
"611, boul. St-Jean-Baptiste",Mercier,QC,J6R 2A8,-73.738128,45.322378
"234, boul. St-Luc",St-Jean-sur-Richelieu,QC,J2W 1C2,-73.293656,45.35207
"2997, rue Brodeur",Saint-Alphonse-de-Granby,QC,J0E 2A0,-72.780862,45.351723
"317, route de Maple Grove",Beauharnois,QC,J6N 1M2,-73.863508,45.316526
"122, Route 235",L'Ange-Gardien,QC,J0E 1E0,-72.93932,45.35596
371 South Cascade Dr,Springville,NY,14141,-78.690196,42.499396
184 South Cascade,Springville,NY,14141,-78.6894,42.50507
"262, boul St-Jean-Baptiste",Châteauguay,QC,J6K 3C2,-73.723534,45.34604
400 Rue Strasbourg,Candiac,QC,J5R 0B4,-73.50623,45.370801
12896 Broadway,Alden,NY,14004,-78.505864,42.896273
"251-A, boul. D'Anjou",Châteauguay,QC,J6J 2R4,-73.723353,45.359358
12775 Broadway,Alden,NY,14004,-78.511514,42.89478
"115, rue Saint-Pierre",Saint-Constant,QC,J5A 2G8,-73.569256,45.373047
"17, boul. St-Jean-Baptiste",Châteauguay,QC,J6J 3H5,-73.710643,45.367333
"3456, Hwy 138",Monkland,ON,K0C 1V0,-74.882898,45.193772
"19, Georges-Gagné",Delson,QC,J2B 2C9,-73.54809,45.38323
636 Girard Avenue East ,Aurora,NY,14052,-78.611256,42.773894
"396, Route 132",St-Constant,QC,J5A 2J8,-73.57939,45.39229
"405, rue Principale",Granby,QC,J2G 2W9,-72.73406,45.403309
"4780, route 132",Ste-Catherine,QC,J5C 1V9,-73.58239,45.39338
"80, rue Robinson Sud",Granby ,QC,J2G 7L4,-72.743293,45.405819
12001 County Rd 3,Winchester,ON,K0C 2K0,-75.374397,45.086441
44 Hamburg St,East Aurora,NY,14052,-78.629756,42.766766
"2340, chemin des patriotes",Richelieu,QC,J3L 6M7,-73.24127,45.41201
2030 Route 112,St-Césaire,QC,J0L 1T0,-73.013058,45.414302
65 Grey Street,East Aurora,NY,14052,-78.631342,42.766988
"1050, boul. Taschereau", La Prairie,QC,J5R 1W6,-73.497017,45.40763
1020 rue Principale ,Granby,QC,J2J 2N7,-72.759835,45.416381
PO Box 2274 Route 132,Kahnawake,QC,J0L 1B0,-73.672945,45.4024
"575, rue St-Hubert",Granby,QC,J2H 1Y5,-72.725329,45.42195
"155, boul. Taschereau",La Prairie,QC,J5R 6G8,-73.48798,45.41738
"3601, boul. Fréchette",Chambly,QC,J3L 0A7,-73.31113,45.427
470 Dundas St E,Belleville,ON,K8N 1G1,-77.35316,44.16746
9230 7th Avenue #28,Norfolk,VA,23511,-76.274769,36.946887
"420, boul. Harwood",Vaudreuil-Dorion,QC,J7V 7H4,-74.02302,45.37748
2600 Hwy 43,Kemptville,ON,K0G 1J0,-75.658814,45.018339
661 Jamison Road,Elma,NY,14059,-78.636978,42.805143
"330, boul. Harwood",Vaudreuil-Dorion,QC,J7V 1Y5,-74.01779,45.38003
"105, boul. Cardinal-Léger",Pincourt,QC,J7V 3Y3,-73.992512,45.383534
301 Colonnade Dr,Kemptville,ON,K0G 1J0,-75.632815,45.029875
"104, boul. Don-Quichotte",Ile-Perrot,QC,J7V 6L7,-73.96176,45.38793
"155, rue Ouellette",Marieville,QC,J3M 1A5,-73.168477,45.43735
Bishop's University,Sherbrooke,QC,J1M 1Z7,-71.842651,45.354206
111 Lombard St.,Smiths Falls,ON,K7A 5B8,-76.030222,44.892287
"114, boul. Grand",LÎle-Perrot,QC,J7V 4W9,-73.957906,45.394594
"4470, boul. Bourque",Sherbrooke,QC,J1N 1S3,-71.97794,45.37701
3550 Galt Ouest,Sherbrooke,QC,J1H 0A5,-71.953712,45.37537
48 Dundas St W,Belleville,ON,K8P 1A3,-77.388548,44.159211
"8080, boul. Champlain",Lasalle,QC,H8P 1B3,-73.611618,45.427257
"401, boul. Richelieu",Richelieu,QC,J3L 3R6,-73.248886,45.443814
440 Main St South,Alexandria,ON,K0C 1A0,-74.627439,45.299858
"89, rue Queen",Sherbrooke,QC,J1M 1J5,-71.85646,45.36512
76 Beckwith St N,Smiths Falls,ON,K7A 2B7,-76.021515,44.902585
"9055, boulevard Taschereau",Brossard,QC,J4Y 3B8,-73.47451,45.43771
160 Queen N,Sherbrooke,QC,J1M 1J9,-71.85666,45.36802
"8481, boul. Newman",Lasalle,QC,H8N 2Y7,-73.633953,45.430948
161 Bridge St.,Belleville,ON,K8P 1K2,-77.398549,44.16058
"8390, boul. Newman",LaSalle,QC,H8N 1X9,-73.62979,45.43246
11305 Maple Ridge Rd.,Medina,NY,14103,-78.392149,43.207101
970 E Ave Building 542,Virginia Beach,VA,23460,-76.028841,36.807487
"9350, boul. Leduc",Brossard,QC,J4Y 0B3,-73.43756,45.444538
165 College St,Belleville,ON,K8N 2V5,-77.378971,44.17953
51 Main ST,Randolph,NY,13032,-78.970788,42.163308
"2909, boul. de la Gare",Vaudreuil-Dorion,QC,J7V 9R2,-74.054473,45.396151
"697, rue Larivière",Chambly,QC,J3L 1L4,-73.301074,45.452466
"8270, boul. Taschereau",Brossard,QC,J4X 1C2,-73.470435,45.446756
"5983, Chemin de Saint-Élie",Sherbrooke,QC,J1R 0L1,-72.006176,45.394992
8700 boulevard Leduc,Brossard,QC,J4Y 0G4,-73.44276,45.4487
11170 Maple Ridge Road,Medina,NY,14103,-78.402939,43.20676
"5035, boul. Industriel",Sherbrooke,QC,J1R 0P4,-71.992352,45.395278
169 North Front St,Belleville,ON,K8P 3B7,-77.391162,44.177632
"485, av. St-Charles",Vaudreuil-Dorion,QC,J7V 2N4,-74.03129,45.40393
"5, avenue St-Pierre",Lachine,QC,H8R 4E1,-73.64636,45.44145
"3260, rue King Ouest",Sherbrooke,QC,J1L 1C9,-71.95054,45.39436
Wallbridge-Loyalist Rd. (box 4200),Belleville,ON,K8N 5B9,-77.431598,44.15647
"7500, boulevard Taschereau",Brossard,QC,J4X 1C2,-73.465485,45.455135
"7077, boul. Newman",Lasalle,QC,H8N 1X1,-73.61083,45.44696
245 Madison Avenue,Skowhegan,ME,4976,-69.724756,44.776867
"7305, boulevard Grande-Allée",Brossard,QC,J4Z 0E3,-73.418213,45.458143
"1155, boul Rome",Brossard,QC,J4W 3J1,-73.490902,45.457014
902 Wallbridge Loyalist Rd.,Belleville,ON,K8N 5B3,-77.43658,44.15867
390 North Front St,Belleville,ON,K8P 3E1,-77.39634,44.18828
"1477, ch. De Chambly",Carignan,QC,J3L 0J6,-73.345243,45.465023
"108, Beaurepaire",Beaconsfield,QC,H9W 0A1,-73.847311,45.433857
"1785, rue King Ouest",Sherbrooke,QC,J1J 2E1,-71.918337,45.398653
4002 Ransom Road,Clarence,NY,14031,-78.602371,42.952496
4221 Walden Ave,Lancaster,NY,14086,-78.621099,42.923825
"3135, boul. Portland",Sherbrooke,QC,J1L 2P1,-71.948641,45.403596
218 Bell Blvd,Belleville,ON,K8P 5L8,-77.406526,44.185942
